StudentID,Pract. Onderzoek & Rapp.,Propedeusethese,Wetens. en Stat. Redeneren,Wetensch. & Stat. Redeneren
31120400,6.5,,6.5,
31120772,7.0,,6.0,
31121015,7.5,,7.0,
31121087,9.0,,8.5,
31121153,6.5,,7.0,
31121501,6.0,,,6.5
31122119,6.5,,,7.0
31123316,7.0,,6.5,
31123736,7.5,,6.5,
31123931,6.0,,,6.5
31124198,7.5,,,7.5
31124222,7.0,,6.5,
31124690,7.5,,6.0,
31125503,8.5,,7.0,
31125698,7.0,,7.0,
31126523,7.0,,,6.5
31126919,8.5,,7.5,
31127339,6.5,,7.0,
31127453,7.5,,7.0,
31136336,6.0,,6.0,
31137659,7.5,,8.0,
31137884,8.5,,6.5,
31137950,7.0,,,7.0
31137974,7.0,,6.0,
31138322,8.5,,8.5,
31138541,7.5,,6.5,
31138856,7.5,,6.5,
31139324,8.0,,7.0,
31139471,7.5,,7.0,
31139834,6.5,,7.0,
31140014,7.0,,,6.0
31140167,7.0,,7.0,
31140386,6.0,,,6.0
31141097,7.5,,8.0,
31142198,8.0,,7.0,
31142222,7.0,,6.0,
31142732,8.0,,7.5,
31142780,9.0,,6.0,
31143350,7.0,,7.5,
31144385,6.5,,6.5,
31144895,7.5,,7.5,
31145048,8.5,,,6.5
31145210,7.0,,,6.5
31145363,7.0,,7.0,
31145606,7.0,,,
31145873,8.5,,7.5,
31146929,,,,
31146977,8.0,,,6.5
31147502,7.0,,6.5,
31147907,6.5,,7.0,
31148327,7.5,,7.0,
31148594,7.0,,6.0,
31148741,8.0,,6.0,
31149164,8.5,,7.5,
31149359,6.0,,6.5,
31150337,9.0,,9.0,
31152719,7.0,,,6.5
31153091,9.0,,7.5,
31155302,8.0,,7.5,
31157519,,,7.0,
31160855,8.0,,7.5,
31200566,9.0,,,6.0
31226009,6.5,,,6.0
31230794,9.0,,,7.5
31231871,7.5,,8.0,
31232558,7.5,,,7.5
31273679,7.5,,,6.0
31285745,,6.0,,
31286651,9.0,,8.5,
31291121,7.5,,,6.0
31294223,,,,
31314113,7.0,,,6.5
31320443,8.0,,8.0,
31322570,7.0,,6.0,
31332356,6.0,,,6.0
31343585,8.0,,,6.5
31345796,6.5,,,7.0
31348001,7.0,,6.5,
31351949,,,,6.5
31352168,7.0,,6.5,
31353311,9.5,,,8.0
31356704,,,,
31365338,7.0,,,
31374560,7.5,,,7.5
31374827,7.0,,,6.0
31379045,,,,6.0
31388453,6.5,,,6.0
31392407,,8.0,,
31399499,,6.0,,
31404668,8.5,,7.0,
31406843,9.0,,,7.0
31410626,6.0,,,6.0
31411847,8.5,,,8.5
31425437,,6.0,,
31455851,8.0,,,7.5
31466093,8.5,,,7.0
31468880,6.5,,,8.0
31494122,7.0,,,8.0
31500161,6.5,,,6.0
31502360,7.0,,,6.5
31503392,8.5,,,6.0
31505738,6.5,,,6.0
31506728,8.5,,,8.5
31507286,7.0,,,6.5
31509869,6.5,,,6.5
31510226,8.5,,,6.0
31512590,6.0,,,6.0
31515239,,6.5,,
31517900,6.5,,,6.0
31518470,,8.0,,
31520177,,7.5,,
31520258,,8.0,,
31520282,,8.0,,
31520306,,7.0,,
31520330,,6.0,,
31520411,,7.0,,
31521296,7.5,,,7.0
31521911,,8.0,,
31522097,,7.0,,
31523375,8.5,,,7.0
31523399,6.5,,,6.5
31523537,7.0,,,6.5
31525547,,7.0,,
31526429,8.0,,,6.0
31527734,7.5,,,8.0
31529279,,7.5,,
31529741,,,,
31530761,,7.5,,
31537991,8.5,,,6.5
31539806,9.0,,,8.5
31543232,6.5,,,6.5
31543676,9.0,,,8.0
31543967,6.5,,,8.0
31545734,,6.5,,
31545815,,6.5,,
31545839,,8.5,,
31545887,,7.0,,
31546220,8.0,,,7.0
31546664,6.0,,,6.0
31546859,6.0,,,6.0
31547279,7.0,,,6.0
31554659,6.5,,,8.0
31556471,8.0,,,7.5
31557137,6.5,,,6.0
31561118,8.0,,,7.5
31561385,7.0,,,
31563596,,,,7.0
31563638,7.5,,,7.5
31565084,6.0,,,7.5
31566383,7.0,,,8.0
31571093,7.0,,,6.5
31571555,6.0,,,6.0
31573079,6.5,,,6.5
31573370,6.5,,,6.5
31579694,8.5,,,6.5
31579889,6.0,,,7.0
31580552,6.5,,,6.0
31581785,6.0,,,6.5
31582610,7.5,,,7.0
31582739,7.0,,,6.0
31582958,7.0,,,6.0
31584110,7.0,,,7.5
31584134,6.0,,,
31584215,6.0,,,6.0
31584458,6.5,,,6.0
31585307,7.5,,,7.0
31587050,7.5,,,7.0
31588481,8.5,,,7.5
31589039,7.0,,,7.0
31589087,7.0,,,7.0
31589525,6.5,,,6.5
31589816,8.5,,,6.0
31590788,8.0,,,6.5
31592147,7.0,,,6.0
31592276,8.0,,,6.0
31592324,7.0,,,6.5
31592405,7.5,,,6.5
31592471,6.5,,,6.5
31592891,6.0,,,7.0
31593113,7.0,,,7.0
