"","StudentID","thesis_grades"
"1399",17887355,8
"1400",17887379,7.5
"1401",17887427,7.5
"1402",17887508,0
"1403",17892038,0
"1404",17894099,6.5
"1405",17894723,8.5
"1406",17902967,0
"1407",17905058,0
"1408",17910749,0
"1409",17910968,6.5
"1410",17913641,8.5
"1411",17913665,7
"1412",17913737,7.5
"1413",17916539,7.5
"1414",17920814,7.5
"1415",17921558,7.5
"1416",17922305,0
"1417",17923130,8
"1418",17926022,8
"1419",17926757,7.5
"1420",17926823,7
"1421",17926928,7
"1422",17926976,7.5
"1423",17927000,7
"1424",17927081,8
"1425",17927267,6.5
"1426",17927510,8.5
"1427",17927729,6.5
"1428",17928011,7
"1429",17928032,7.5
"1430",17928080,8
"1431",17928605,0
"1432",17929802,7.5
"1433",17932451,0
"1434",17933738,0
"1435",17934557,7
"1436",17939309,7.5
"1437",17941769,0
"1438",17943245,0
"1439",17945000,8
"1440",17945114,7
"1441",17945195,7.5
"1442",17945243,6.5
"1443",17945348,7
"1444",17946719,8
"1445",17950217,8
"1446",17952242,7.5
"1447",17953487,0
"1448",17953901,0
"1449",17954078,6
"1450",17956841,6
"1451",17959634,8
"1452",17960054,8
"1453",17960201,7
"1454",17961239,7.5
"1455",17962235,7.5
"1456",17962460,0
"1457",17964179,8
"1458",17964866,0
"1459",17968073,9
"1460",17968097,8
"1461",17969222,6.5
"1462",17969294,0
"1463",17972240,0
"1464",17976098,8
"1465",17976437,7
"1466",17982689,7.5
"1467",17982866,7
"1468",17982932,6
"1469",17982956,7.5
"1470",17985944,8
"1471",17986535,7
"1472",17988455,8.5
"1473",17988875,0
"1474",17989013,7
"1475",17989895,7
"1476",17989919,6
"1477",17989943,8
"1478",17990072,8
"1479",17990096,8.5
"1480",17990138,7.5
"1481",17990162,7
"1482",17990186,8
"1483",17990210,7.5
"1484",17990429,9.5
"1485",17990582,7.5
"1486",17990606,8
"1487",17990630,8.5
"1488",17990711,0
"1489",17990720,7.5
"1490",17990801,7
"1491",17993231,8
"1492",17997872,0
"1493",17998139,8
"1494",17998163,8.5
"1495",18001217,8
"1496",18051149,7.5
"1497",18058112,8.5
"1498",18063116,0
"1499",18066614,7.5
"1500",18068426,8
"1501",18068531,8.5
"1502",18068846,8
"1503",18079982,9
"1504",18085004,9
"1505",18090752,7.5
"1506",18090800,9.5
"1507",18092192,8
"1508",18092459,7
"1509",18092483,0
"1510",18094331,8
"1511",18094937,7.5
"1512",18095528,8
"1513",18096413,7
"1514",18097181,7
"1515",18098669,8
"1516",18098735,7
"1517",18099797,8
"1518",18102422,0
"1519",18103571,7
"1520",18104306,7.5
"1521",18104993,8
"1522",18106340,6.5
"1523",18107756,0
"1524",18110477,8
"1525",18110978,7
"1526",18111572,0
"1527",18111662,8
"1528",18112478,8
"1529",18112568,0
"1530",18113327,8
"1531",18113417,9
"1532",18113498,7.5
"1533",18113522,8.5
"1534",18114359,8
"1535",18114383,7
"1536",18114512,7.5
"1537",18114998,6.5
"1538",18115151,8
"1539",18116105,7
"1540",18117347,8
"1541",18117524,7.5
"1542",18117605,7.5
"1543",18117938,0
"1544",18118358,7.5
"1545",18119336,8
"1546",18122258,7
"1547",18123272,7.5
"1548",18123629,8
"1549",18126284,7.5
"1550",18126941,0
"1551",18127919,7
"1552",18128339,8
"1553",18128429,8
"1554",18128477,7.5
"1555",18128654,7
"1556",18129548,0
"1557",18131741,14.5
"1558",18132068,7
"1559",18132140,7.5
"1560",18132245,7
"1561",18132584,8
"1562",18132626,0
"1563",18132755,7.5
"1564",18133418,8
"1565",18133442,0
"1566",18133709,15.5
"1567",18133757,8.5
"1568",18134396,6.5
"1569",18134510,8.5
"1570",18135104,0
"1571",18135962,7
"1572",18136964,9
"1573",18138683,0
"1574",18139298,7.5
"1575",18139499,7.5
"1576",18139718,7
"1577",18140228,0
"1578",18140696,7
"1579",18141905,8.5
"1580",18142172,6
"1581",18142973,0
"1582",18143879,8
"1583",18143927,6.5
"1584",18145250,8
"1585",18145799,0
"1586",18146285,7
"1587",18147098,0
"1588",18147251,8.5
"1589",18147389,7.5
"1590",18147680,8.5
"1591",18147857,0
"1592",18148052,7
"1593",18148295,8.5
"1594",18148691,8.5
"1595",18150536,8.5
"1596",18150731,9
"1597",18150755,7.5
"1598",18150998,7
"1599",18151046,7
"1600",18151094,8
"1601",18151709,8
"1602",18152396,8
"1603",18153233,7
"1604",18153986,7.5
"1605",18154163,7
"1606",18154253,8
"1607",18154454,7.5
"1608",18154697,8
"1609",18155159,7.5
"1610",18155798,0
"1611",18156125,7
"1612",18157718,7
"1613",18157856,8
"1614",18157880,7.5
"1615",18157985,7.5
"1616",18159041,8
"1617",18159485,8
"1618",18160043,8
"1619",18160487,8
"1620",18160844,8
"1621",18160949,6.5
"1622",18161507,7.5
"1623",18163160,7
"1624",18163646,7
"1625",18163775,8
"1626",18164600,7.5
"1627",18164624,7.5
"1628",18166205,6.5
"1629",18166787,9.5
"1630",18167120,8.5
"1631",18168353,8
"1632",18168482,0
"1633",18168701,7
"1634",18168797,0
"1635",18169526,8
"1636",18169898,6.5
"1637",18170099,0
"1638",18170213,8
"1639",18170633,0
"1640",18171422,6
"1641",18172514,7
"1642",18172862,7.5
"1643",18173039,9
"1644",18174758,0
"1645",18175025,8
"1646",18175268,9
"1647",18175955,8
"1648",18176375,0
"1649",18176780,7.5
"1650",18178013,0
"1651",18178361,8
"1652",18179096,6.5
"1653",18179138,8
"1654",18179210,8
"1655",18179744,8
"1656",18179825,7.5
"1657",18180449,7.5
"1658",18180692,6.5
"1659",18181226,7.5
"1660",18181775,7
"1661",18181799,9
"1662",18182600,7.5
"1663",18183017,7.5
"1664",18183098,7.5
"1665",18183170,7
"1666",18183809,8
"1667",18184076,7
"1668",18184763,6.5
"1669",18185030,0
"1670",18187436,8.5
"1671",18189956,8
"1672",18190424,6
"1673",18191282,8.5
"1674",18193469,8
"1675",18193493,8
"1676",18194885,9
"1677",18195284,7
"1678",18195746,8
"1679",18195965,7
"1680",18196037,6.5
"1681",18196547,7.5
"1682",18196676,7.5
"1683",18196967,0
"1684",18197339,8
"1685",18197744,8
"1686",18198023,7
"1687",18198734,7.5
"1688",18198815,8
"1689",18199907,7
"1690",18200498,8
"1691",18200741,8
"1692",18201116,8
"1693",18203687,8
"1694",18203729,0
"1695",18204161,6.5
"1696",18204671,9
"1697",18206708,8
"1698",18207368,8
"1699",18207521,7
"1700",18208079,7
"1701",18208346,0
"1702",18208856,8.5
"1703",18210296,8.5
"1704",18210563,8
"1705",18210920,7.5
"1706",18213035,7
"1707",18214919,7.5
"1708",18217859,8.5
"1709",18218918,0
"1710",18219908,7
"1711",18219917,7.5
"1712",18221615,7.5
"1713",18221663,8.5
"1714",18222233,8
"1715",18223187,8
"1716",18223430,9.5
"1717",18223778,7.5
"1718",18224045,8
"1719",18224579,7
"1720",18224951,7.5
"1721",18226208,9
"1722",18226742,7.5
"1723",18226832,0
"1724",18228065,7.5
"1725",18228881,7
"1726",18230264,7.5
"1727",18230321,0
"1728",18230660,7
"1729",18232646,8
"1730",18232913,8.5
"1731",18233867,8
"1732",18233996,7.5
"1733",18234017,7
"1734",18234098,8.5
"1735",18235100,9
"1736",18235124,8
"1737",18235982,7
"1738",18236111,0
"1739",18238817,0
"1740",18240233,8
"1741",18240848,6.5
"1742",18241115,7.5
"1743",18242093,0
"1744",18243788,8
"1745",18244127,8
"1746",18245414,9
"1747",18245963,7
"1748",18245987,8.5
"1749",18246776,7.5
"1750",18247730,7.5
"1751",18247820,8
"1752",18248636,8
"1753",18249320,8
"1754",18250670,8
"1755",18250799,0
"1756",18251705,0
"1757",18252518,6.5
"1758",18252680,7.5
"1759",18271538,7.5
"1760",18285395,7
"1761",18286640,8.5
"1762",18286835,7.5
"1763",18286907,9
"1764",18287966,7
"1765",18288908,9
"1766",18293822,7
"1767",18294974,7.5
"1768",18299774,0
"1769",18307709,8
"1770",18309476,7.5
"1771",18311555,8.5
"1772",18322787,0
"1773",18344366,0
"1774",18344561,0
"1775",18348653,0
"1776",18356012,7
"1777",18357164,9
"1778",18357245,0
"1779",18361526,7
"1780",18361679,7.5
"1781",18373721,7
"1782",18374837,7
"1783",18375269,7.5
"1784",18384752,7.5
"1785",18388007,9
"1786",18392942,0
"1787",18396614,0
"1788",18411968,0
"1789",18414641,0
"1790",18414866,0
"1791",18431189,7
"1792",18431828,9
"1793",18432026,7.5
"1794",18440453,0
"1795",18443303,7.5
"1796",18445604,9
"1797",18449288,0
"1798",18451400,8.5
"1799",18453758,0
"1800",18454850,0
"1801",18462221,0
"1802",18468788,7
"1803",18478763,7
"1804",18482000,8
"1805",18484868,7.5
"1806",18485975,7.5
"1807",18490172,6
"1808",18490730,0
"1809",18492206,0
"1810",18493427,0
"1811",18494090,7
"1812",18498377,0
"1813",18506117,8
"1814",18527825,0
"1815",18529859,6.5
"1816",18531731,7.5
"1817",18533639,9
"1818",18534209,7.5
"1819",18540653,8.5
"1820",18541607,7.5
"1821",18542513,7.5
"1822",18544232,7.5
"1823",18545387,0
"1824",18545477,7.5
"1825",18549674,7.5
"1826",18551000,8
"1827",18552896,8.5
"1828",18552938,7.5
"1829",18557786,8
"1830",18557987,8
"1831",18620195,0
"1832",18621848,8
"1833",18623975,7.5
"1834",18626696,7.5
"1835",18628973,7
"1836",18629855,7
"1837",18631433,0
"1838",18633395,8
"1839",18635126,7.5
"1840",18635966,7
"1841",18636269,0
"1842",18636803,7.5
"1843",18643565,9
"1844",18644324,7.5
"1845",22820468,7
"1846",25251353,8
"1847",25520108,0
"1848",25574168,6
"1849",25607909,7
"1850",25813637,0
"1851",25852781,0
"1852",25865129,0
"1853",26114234,0
"1854",26123207,0
"1855",26253077,18
"1856",26464502,0
"1857",26480042,8
"1858",26759327,0
"1859",26784464,15
"1860",26885171,8.5
"1861",26907143,6.5
"1862",27331106,0
"1863",27371432,0
"1864",27448013,8
"1865",27547133,8.5
"1866",27561080,7.5
"1867",27653987,6
"1868",27657182,8
"1869",27680402,0
"1870",27790838,7.5
"1871",28003286,8
"1872",28220639,8
"1873",28259840,0
"1874",28296095,8
"1875",28307438,7.5
"1876",28476638,7
"1877",28510799,0
"1878",28669763,12.5
"1879",28806395,7
"1880",28818728,6
"1881",28848866,6.5
"1882",28856048,7
"1883",28870784,0
"1884",28875638,8
"1885",28927427,8
"1886",28957850,8
"1887",29028035,8
"1888",29109155,6.5
"1889",29113607,7
"1890",29153180,7.5
"1891",29235356,7.5
"1892",29250635,0
"1893",29251742,8
"1894",29258447,8
"1895",29290190,6.5
"1896",29364221,0
"1897",29364560,8
"1898",29416634,7
"1899",29485124,7
"1900",29504516,7.5
"1901",29518325,8
"1902",29521538,7
"1903",29593679,6.5
"1904",29641244,18
"1905",29672612,7.5
"1906",29717159,0
"1907",29720228,0
"1908",29740844,8
"1909",29753444,8
"1910",29753678,0
"1911",29768141,0
"1912",29771597,0
"1913",29777558,8
"1914",29802452,9
"1915",29824742,0
"1916",29891894,12.5
"1917",29893127,7.5
"1918",29894414,0
"1919",29922239,0
"1920",30000023,8
"1921",30000503,6.5
"1922",30000521,7.5
"1923",30000548,7.5
"1924",30000782,8
"1925",30000827,7.5
"1926",30000830,7.5
"1927",30000917,6.25
"1928",30000962,8
"1929",30001034,7
"1930",30001112,7
"1931",30001115,7.5
"1932",30001361,0
"1933",30001493,6.5
"1934",30001496,0
"1935",30001547,8.5
"1936",30001592,8.5
"1937",30001787,8
"1938",30001790,7
"1939",30001850,7.5
"1940",30001913,7.5
"1941",30002000,9
"1942",30002003,0
"1943",30002099,0
"1944",30002126,0
"1945",30002165,8
"1946",30002300,0
"1947",30002306,9
"1948",30002432,7.5
"1949",30002480,7.5
"1950",30002633,0
"1951",30002723,7
"1952",30002792,0
"1953",30002813,7
"1954",30002837,7.5
"1955",30002921,0
"1956",30002969,7.5
"1957",30003020,8
"1958",30003023,0
"1959",30003059,7
"1960",30003062,7.5
"1961",30003152,8
"1962",30003257,0
"1963",30003263,6.5
"1964",30003296,8
"1965",30003347,7.5
"1966",30003674,7.5
"1967",30003875,7
"1968",30003968,6.5
"1969",30003989,7
"1970",30003995,8
"1971",30004034,8
"1972",30004046,8
"1973",30004064,0
"1974",30004154,8
"1975",30004286,0
"1976",30004346,8
"1977",30004382,0
"1978",30004433,8
"1979",30004520,8.5
"1980",30004523,8
"1981",30004595,8
"1982",30004619,7
"1983",30004622,8
"1984",30004655,0
"1985",30004658,8
"1986",30004916,0
"1987",30005024,8
"1988",30005087,7
"1989",30005096,7.5
"1990",30005165,0
"1991",30005246,0
"1992",30005264,7
"1993",30005300,8
"1994",30005312,8
"1995",30005360,8.5
"1996",30005372,7
"1997",30005402,8.5
"1998",30005414,6.5
"1999",30005426,8
"2000",30005555,7.5
"2001",30005681,6.5
"2002",30005684,7
"2003",30005726,6
"2004",30005798,8
"2005",30005855,0
"2006",30005888,7
"2007",30005909,8.5
"2008",30005942,7
"2009",30006116,6
"2010",30006296,8
"2011",30006350,7
"2012",30006461,7
"2013",30006476,0
"2014",30006569,7.5
"2015",30006764,7.5
"2016",30006779,0
"2017",30006794,7.5
"2018",30006839,6.5
"2019",30006857,0
"2020",30006950,8.5
"2021",30006956,0
"2022",30006995,8.5
"2023",30006998,7
"2024",30007115,8.5
"2025",30007187,0
"2026",30007286,8
"2027",30007304,0
"2028",30007718,7.5
"2029",30007742,0
"2030",30007781,0
"2031",30007874,7.5
"2032",30008015,7
"2033",30008060,7
"2034",30008135,0
"2035",30008144,0
"2036",30008153,0
"2037",30008168,0
"2038",30008180,0
"2039",30008195,9
"2040",30008198,7.5
"2041",30008210,8
"2042",30008216,8
"2043",30008246,8
"2044",30008288,8.5
"2045",30008339,0
"2046",30008351,8
"2047",30008378,7.5
"2048",30008519,7
"2049",30008534,0
"2050",30008558,9
"2051",30008561,8
"2052",30008681,7.5
"2053",30008765,8
"2054",30008789,8
"2055",30008894,0
"2056",30008984,6.5
"2057",30009002,7.5
"2058",30009188,8.5
"2059",30009251,7
"2060",30009326,6.5
"2061",30009329,7
"2062",30009353,7
"2063",30009371,0
"2064",30009398,0
"2065",30009449,0
"2066",30009530,8.5
"2067",30009533,8
"2068",30009566,8
"2069",30009665,0
"2070",30009680,0
"2071",30009689,7
"2072",30009698,8
"2073",30009704,8
"2074",30009719,7
"2075",30009725,7.5
"2076",30009782,0
"2077",30009800,6.5
"2078",30009869,7.5
"2079",30009926,7
"2080",30009953,8.5
"2081",30009968,7
"2082",30010100,7.5
"2083",30010265,7.5
"2084",30010274,6
"2085",30010280,0
"2086",30010310,7
"2087",30010325,9
"2088",30010388,6.5
"2089",30010424,7.5
"2090",30010595,0
"2091",30010697,7.5
"2092",30010721,8.5
"2093",30010760,8.5
"2094",30010781,7
"2095",30010835,7.5
"2096",30010847,7
"2097",30010874,6.5
"2098",30010955,6.5
"2099",30011003,0
"2100",30011063,0
"2101",30011114,6.5
"2102",30011123,0
"2103",30011150,7.5
"2104",30011168,7
"2105",30011183,7.5
"2106",30011396,0
"2107",30011426,0
"2108",30011546,0
"2109",30011630,8
"2110",30011693,8
"2111",30011738,6
"2112",30011936,9
"2113",30011969,8
"2114",30012245,9
"2115",30012362,7.5
"2116",30012905,0
"2117",30013100,8
"2118",30013148,7
"2119",30013262,8.5
"2120",30013358,8
"2121",30013439,7
"2122",30013514,0
"2123",30013526,6.5
"2124",30013649,7
"2125",30013733,8.5
"2126",30013742,0
"2127",30013754,7
"2128",30013763,0
"2129",30013907,7
"2130",30014054,8.5
"2131",30014066,7.5
"2132",30014639,8.5
"2133",30014645,8.5
"2134",30014651,9
"2135",30014654,8
"2136",30014657,8.5
"2137",30014660,9
"2138",30014663,8
"2139",30014666,9
"2140",30014669,9.5
"2141",30014672,7
"2142",30014675,0
"2143",30014678,9.5
"2144",30014690,8.5
"2145",30014699,9
"2146",30014744,8.5
"2147",30014861,8
"2148",30015182,8
"2149",30015449,7.5
"2150",30017624,7
"2151",30017681,7
"2152",30018122,7.5
"2153",30018857,7.5
"2154",30019829,6
"2155",30020120,0
"2156",30020225,8
"2157",30020516,0
"2158",30021353,6.5
"2159",30021992,7.5
"2160",30022016,7.5
"2161",30022193,7.5
"2162",30025223,7
"2163",30027248,7
"2164",30027758,8
"2165",30028688,0
"2166",30029732,9
"2167",30029780,7.5
"2168",30030647,8
"2169",30031706,7.5
"2170",30031844,0
"2171",30032168,0
"2172",30032612,8.5
"2173",30033158,8
"2174",30033182,6.5
"2175",30033869,6.5
"2176",30034160,8
"2177",30034403,8.5
"2178",30035285,8
"2179",30036098,6
"2180",30036590,8
"2181",30036785,0
"2182",30036923,6
"2183",30037496,7.5
"2184",30037787,7
"2185",30038516,0
"2186",30039878,7
"2187",30041165,8.5
"2188",30042155,7.5
"2189",30043247,0
"2190",30043400,7.5
"2191",30046202,7
"2192",30046268,7
"2193",30047399,7
"2194",30047861,7
"2195",30048503,8
"2196",30049385,8.5
"2197",30049724,7.5
"2198",30049805,7.5
"2199",30050138,7.5
"2200",30050315,7
"2201",30051734,9
"2202",30053498,8
"2203",30053594,8
"2204",30053942,7.5
"2205",30054407,8
"2206",30054626,8
"2207",30054731,8.5
"2208",30055466,7.5
"2209",30055661,0
"2210",30055823,0
"2211",30056372,8
"2212",30056438,0
"2213",30056639,7.5
"2214",30056753,0
"2215",30057614,8
"2216",30058187,9
"2217",30059336,8
"2218",30059474,9
"2219",30060575,8.5
"2220",30060737,0
"2221",30063095,7.5
"2222",30067037,8
"2223",30068186,9
"2224",30073151,0
"2225",30074114,0
"2226",30074267,0
"2227",30075104,0
"2228",30075872,0
"2229",30079589,6
"2230",30079766,7.5
"2231",30098762,0
"2232",30098915,0
"2233",30098939,0
"2234",30099089,0
"2235",30099137,0
"2236",30099218,0
"2237",30099242,0
"2238",30100820,0
"2239",30103379,8.5
"2240",30105761,0
"2241",30106214,7.5
"2242",30146846,0
"2243",30148880,0
"2244",30148904,7.5
"2245",30167252,7
"2246",30168533,9
"2247",30170435,6
"2248",30181892,7
"2249",30191819,0
"2250",30195554,0
"2251",30197213,0
"2252",30197852,0
"2253",30199748,8.5
"2254",30200501,0
"2255",30200816,0
"2256",30201167,0
"2257",30202097,8.5
"2258",30204965,0
"2259",30206048,0
"2260",30209522,0
"2261",30209837,0
"2262",30212888,8
"2263",30216005,0
"2264",30216956,8
"2265",30218702,0
"2266",30223700,9.5
"2267",30226106,7.5
"2268",30226616,7.5
"2269",30226769,8.5
"2270",30226793,7.5
"2271",30228755,0
"2272",30229847,7
"2273",30231581,7.5
"2274",30232187,0
"2275",30232277,0
"2276",30232544,7.5
"2277",30241871,0
"2278",30242630,8
"2279",30242744,0
"2280",30242801,8.5
"2281",30247556,7
"2282",30249671,8
"2283",30249986,8
"2284",30251360,0
"2285",30252392,8
"2286",30254405,7.5
"2287",30254495,9
"2288",30261704,8.5
"2289",30267026,0
"2290",30272915,8
"2291",30276077,7
"2292",30276668,8
"2293",30277007,9
"2294",30278333,6
"2295",30279413,9
"2296",30280610,7.5
"2297",30281402,7
"2298",30287087,0
"2299",30288587,0
"2300",30289178,8
"2301",30294596,0
"2302",30294686,7.5
"2303",30295130,0
"2304",30296408,0
"2305",30296741,7
"2306",30298442,0
"2307",30299510,0
"2308",30301994,0
"2309",30303890,0
"2310",30305354,8
"2311",30308537,8.5
"2312",30308885,0
"2313",30309107,8
"2314",30309503,7.5
"2315",30311558,7
"2316",30316265,0
"2317",30319454,8.5
"2318",30319940,0
"2319",30320975,0
"2320",30321884,0
"2321",30323696,9
"2322",30325820,0
"2323",30333560,8
"2324",30333584,7.5
"2325",30336695,7
"2326",30337916,0
"2327",30338798,0
"2328",30344345,6
"2329",30344726,6.5
"2330",30345158,8
"2331",30352946,0
"2332",30352994,0
"2333",30358364,15
"2334",30364136,0
"2335",30364274,0
"2336",30365309,7.5
"2337",30365447,0
"2338",30371981,0
"2339",30377351,6
"2340",30378698,10
"2341",30381863,8.5
"2342",30386729,7.5
"2343",30393119,0
"2344",30395108,0
"2345",30401990,0
"2346",30407045,8
"2347",30409541,0
"2348",30410057,7.5
"2349",30410939,7
"2350",30413078,0
"2351",30419054,8
"2352",30423080,8.5
"2353",30423161,9
"2354",30423233,8
"2355",30428324,8.5
"2356",30429461,7
"2357",30430262,7.5
"2358",30433751,9
"2359",30433775,7.5
"2360",30434333,6
"2361",30435170,0
"2362",30435275,7.5
"2363",30436181,0
"2364",30437402,0
"2365",30439064,7
"2366",30439307,7
"2367",30440828,7
"2368",30445097,8
"2369",30445421,6
"2370",30445583,8.5
"2371",30445736,7.5
"2372",30446957,0
"2373",30447350,0
"2374",30448361,7.5
"2375",30451646,0
"2376",30452819,7.5
"2377",30452948,7.5
"2378",30456062,7
"2379",30457040,0
"2380",30459131,7.5
"2381",30459737,0
"2382",30462071,0
"2383",30462539,8.5
"2384",30463316,0
"2385",30464441,7
"2386",30464957,8.5
"2387",30466166,8
"2388",30467654,8.5
"2389",30474323,7
"2390",30477101,0
"2391",30477593,0
"2392",30477635,7.5
"2393",30478880,8
"2394",30480920,7
"2395",30484628,0
"2396",30485138,7.5
"2397",30485825,7
"2398",30485849,0
"2399",30487106,0
"2400",30489755,8.5
"2401",30490685,7
"2402",30491195,0
"2403",30491777,8.5
"2404",30491882,7.5
"2405",30495707,0
"2406",30499196,0
"2407",30499901,0
"2408",30500168,0
"2409",30500321,8.5
"2410",30501029,7.5
"2411",30501401,8.5
"2412",30501578,0
"2413",30501602,8.5
"2414",30501668,0
"2415",30501845,0
"2416",30505586,7.5
"2417",30505610,7.5
"2418",30505982,0
"2419",30506120,0
"2420",30506936,8
"2421",30507530,0
"2422",30508808,0
"2423",30508817,0
"2424",30509075,7.5
"2425",30509432,6
"2426",30509609,8
"2427",30509924,7.5
"2428",30510719,7.5
"2429",30511454,0
"2430",30511649,0
"2431",30512450,0
"2432",30512474,0
"2433",30512951,6.5
"2434",30513974,0
"2435",30514541,8.5
"2436",30516218,7
"2437",30516380,0
"2438",30516881,6
"2439",30516914,0
"2440",30517019,0
"2441",30517334,7.5
"2442",30517706,8
"2443",30518168,0
"2444",30518459,8.5
"2445",30518483,8
"2446",30521285,8.5
"2447",30522704,0
"2448",30523319,0
"2449",30523343,0
"2450",30523472,8.5
"2451",30525134,8
"2452",30525773,8
"2453",30526064,7.5
"2454",30526412,7
"2455",30527432,0
"2456",30527585,8
"2457",30528227,0
"2458",30528932,0
"2459",30528980,6.5
"2460",30529109,0
"2461",30531014,0
"2462",30532178,0
"2463",30532445,7
"2464",30532931,0
"2465",30533294,0
"2466",30533618,8
"2467",30533885,8
"2468",30534851,7
"2469",30534989,0
"2470",30535724,7.5
"2471",30535871,7.5
"2472",30537002,9
"2473",30537863,9
"2474",30538106,7.5
"2475",30538568,7
"2476",30539741,7
"2477",30540413,8
"2478",30542468,7.5
"2479",30542936,0
"2480",30543287,0
"2481",30544460,0
"2482",30545318,8
"2483",30546131,7.5
"2484",30546737,0
"2485",30546980,8
"2486",30547571,0
"2487",30547667,0
"2488",30547772,7
"2489",30548129,0
"2490",30548258,7
"2491",30549854,15.5
"2492",30551027,0
"2493",30551465,7
"2494",30551756,0
"2495",30552503,8
"2496",30553013,8.5
"2497",30553433,7
"2498",30553628,0
"2499",30554186,0
"2500",30556301,4
"2501",30556349,9
"2502",30556592,7
"2503",30556907,7.5
"2504",30560348,7.5
"2505",30560534,7.5
"2506",30561209,0
"2507",30561896,0
"2508",30562229,7.5
"2509",30562601,8.5
"2510",30562697,8
"2511",30562778,9
"2512",30563288,8.5
"2513",30564044,0
"2514",30564812,8
"2515",30565370,7.5
"2516",30565961,7
"2517",30565985,7
"2518",30566762,7.5
"2519",30566834,8
"2520",30566939,0
"2521",30566987,8.5
"2522",30567752,7.5
"2523",30568286,0
"2524",30569078,7.5
"2525",30570212,8.5
"2526",30570989,7.5
"2527",30572711,0
"2528",30573815,7.5
"2529",30574211,0
"2530",30576803,0
"2531",30577847,0
"2532",30578906,0
"2533",30579032,7
"2534",30579848,0
"2535",30580868,7.5
"2536",30580916,8
"2537",30581336,0
"2538",30581474,0
"2539",30581951,7
"2540",30582101,7.5
"2541",30582149,0
"2542",30582302,0
"2543",30582707,0
"2544",30582836,0
"2545",30583613,0
"2546",30584738,0
"2547",30585461,0
"2548",30585485,0
"2549",30585728,8
"2550",30585914,0
"2551",30587168,6.5
"2552",30587369,0
"2553",30587459,8.5
"2554",30587927,8
"2555",30588311,0
"2556",30588578,8.5
"2557",30588821,0
"2558",30589007,0
"2559",30589088,8.5
"2560",30589250,0
"2561",30589799,0
"2562",30590285,8
"2563",30590528,7.5
"2564",30590795,0
"2565",30592829,7
"2566",30593960,0
"2567",30595040,8.5
"2568",30595574,0
"2569",30595970,0
"2570",30598352,7.5
"2571",30598505,8
"2572",30598571,7.5
"2573",30599792,7.5
"2574",30601451,0
"2575",30601766,6
"2576",30606230,8.5
"2577",30606893,0
"2578",30607184,0
"2579",30607775,7.5
"2580",30609017,7
"2581",30610214,7.5
"2582",30611402,8
"2583",30611807,7.5
"2584",30612062,7.5
"2585",30612191,0
"2586",30612482,0
"2587",30612554,0
"2588",30614189,0
"2589",30614237,8
"2590",30614657,0
"2591",30616352,7.5
"2592",30616886,8
"2593",30617420,0
"2594",30617816,8
"2595",30617864,7
"2596",30617921,0
"2597",30618119,7
"2598",30619049,0
"2599",30621083,0
"2600",30621608,0
"2601",30621875,0
"2602",30623291,0
"2603",30624305,7
"2604",30624686,0
"2605",30625130,7
"2606",30625211,7.5
"2607",30626942,7
"2608",30627269,7.5
"2609",30628556,0
"2610",30628604,0
"2611",30629348,0
"2612",30630458,8.5
"2613",30630611,8
"2614",30632051,7
"2615",30635816,8
"2616",30636629,6.5
"2617",30637316,0
"2618",30637421,0
"2619",30640190,8
"2620",30641387,0
"2621",30646070,8
"2622",30647858,0
"2623",30648848,8
"2624",30648872,7
"2625",30649892,0
"2626",30657668,0
"2627",30659972,7.5
"2628",30664976,7
"2629",30665687,8
"2630",30665858,7
"2631",30665930,6.5
"2632",30666743,7
"2633",30668798,6.5
"2634",30669464,0
"2635",30669683,7
"2636",30670055,7
"2637",30675473,8
"2638",30675764,9
"2639",30675935,9
"2640",30677285,7.5
"2641",30677552,0
"2642",30685061,0
"2643",30685505,0
"2644",30686153,9
"2645",30691820,8.5
"2646",30703862,0
"2647",30704792,0
"2648",30707885,0
"2649",30713303,0
"2650",30713570,0
"2651",30713594,0
"2652",30713651,0
"2653",30713675,0
"2654",30728429,9
"2655",30741914,6.5
"2656",30746309,6.5
"2657",30748214,0
"2658",30748271,0
"2659",30748343,0
"2660",30748448,0
"2661",30748496,0
"2662",30748538,0
"2663",30748610,0
"2664",30752105,0
"2665",30752906,0
"2666",30760577,8.5
"2667",30763775,8
"2668",30769436,0
"2669",30770561,0
"2670",30770585,0
"2671",30772481,0
"2672",30774515,0
"2673",30794732,7.5
"2674",30798395,7
"2675",30800231,0
"2676",30804614,0
"2677",30811955,9
"2678",30814457,8
"2679",30814943,9.5
"2680",30816638,0
"2681",30821219,7
"2682",30822986,8
"2683",30823673,0
"2684",30824894,0
"2685",30826127,6.5
"2686",30827147,0
"2687",30829334,6.5
"2688",30832865,7
"2689",30834122,7.5
"2690",30838283,7.5
"2691",30838946,0
"2692",30840671,6.5
"2693",30842603,0
"2694",30850226,8
"2695",30851528,8.5
"2696",30859595,0
"2697",30861854,0
"2698",30862826,6.5
"2699",30867638,7
"2700",30871958,0
"2701",30879944,8
"2702",30884897,0
"2703",30893474,7
"2704",30895985,0
"2705",30896648,8
"2706",30905741,8
"2707",30906827,0
"2708",30914891,0
"2709",30914915,0
"2710",30915137,0
"2711",30920204,0
"2712",30920624,0
"2713",30921098,0
"2714",30925898,0
"2715",30930173,0
"2716",30930683,7.5
