"course_name","cor","sample","p.value"
"Masterstage.Ontw..Psych.",0.618222763168258,56,1.46854849795337e-06
"Data.analyse.Gezondheidsgedrag",0.563536720334264,23,0.00352062717909922
"Literatuuropdr..Gezondh..gedr",0.534309618122319,23,0.0109540190881081
"Zelfregulatie.Gez.gedrag",0.524066255336824,37,0.000347413362548064
"Masterstage.Gedr....Gez.",0.512420665104359,45,0.000301605489060719
"Masterstage.Brein...Cognitie",0.475551099178672,32,0.00501380158012368
